;P
D,AABBCCDDEE,0, 24.11.2011,10:45:27, 977,983,977,977, 977,753,471,723, 0,0,0,0, 1,1,0,0, 3,0, 0,0, 62,129,23485
D,AABBCCDDEE,1, 24.11.2011,10:45:28, 982,980,981,982, 975,750,474,731, 1,1,1,0, 0,1,1,0, 3,0, 0,0, 11,22,33
D,AABBCCDDEE,2, 24.11.2011,10:45:29, 974,981,976,980, 982,757,475,733, 1,1,1,0, 1,1,0,0, 1,14, 0,0, 62,129,23484
D,AABBCCDDEE,3, 24.11.2011,10:45:30, 983,980,979,981, 978,750,472,723, 0,0,1,0, 0,0,0,0, 2,0, 0,0, 62,129,23485
D,AABBCCDDEE,4, 24.11.2011,10:45:31, 984,983,977,983, 982,753,470,730, 1,0,0,1, 1,1,0,0, 1,4, 0,0, 62,129,23485
D,AABBCCDDEE,5, 24.11.2011,10:45:32, 975,982,978,981, 982,759,474,726, 0,0,1,1, 0,1,1,0, 3,0, 0,0, 59,16,48508
D,AABBCCDDEE,6, 24.11.2011,10:45:33, 977,974,975,982, 982,757,466,724, 0,1,0,1, 0,0,1,1, 3,0, 0,0, 11,22,33
D,AABBCCDDEE,7, 24.11.2011,10:45:34, 980,979,981,978, 983,759,473,730, 0,0,0,1, 0,0,0,0, 0,6, 0,0, 11,22,33
D,AABBCCDDEE,8, 24.11.2011,10:45:35, 974,974,983,974, 975,751,474,725, 1,1,1,1, 1,0,0,0, 0,8, 0,0, 11,22,33
D,AABBCCDDEE,9, 24.11.2011,10:45:36, 983,974,974,979, 982,755,471,733, 0,1,0,1, 0,0,1,0, 0,7, 0,0, 59,16,48508
