;P
D,AABBCCDDEE,0, 24.11.2011,10:45:03, 974,975,980,984, 976,757,475,733, 0,0,0,0, 1,1,1,1, 2,0, 0,0, 62,129,23484
D,AABBCCDDEE,1, 24.11.2011,10:45:04, 978,980,978,982, 979,758,476,733, 0,0,1,0, 1,1,0,0, 0,11, 0,0, 11,22,33
D,AABBCCDDEE,2, 24.11.2011,10:45:05, 975,977,984,974, 977,751,470,727, 1,0,1,0, 1,1,1,1, 3,0, 0,0, 11,22,33
D,AABBCCDDEE,3, 24.11.2011,10:45:06, 979,974,982,978, 974,750,473,733, 0,1,1,0, 1,1,1,0, 2,0, 0,0, 62,129,23485
D,AABBCCDDEE,4, 24.11.2011,10:45:07, 980,979,984,984, 984,755,468,732, 1,0,0,1, 1,0,0,1, 0,3, 0,0, 11,22,33
D,AABBCCDDEE,5, 24.11.2011,10:45:08, 979,982,976,975, 981,754,475,725, 1,1,0,0, 1,1,1,0, 2,0, 0,0, 62,129,23485
D,AABBCCDDEE,6, 24.11.2011,10:45:09, 984,976,975,975, 975,760,469,728, 1,1,1,1, 1,0,1,0, 0,12, 0,0, 62,129,23484
D,AABBCCDDEE,7, 24.11.2011,10:45:10, 975,974,981,984, 977,755,472,726, 1,0,0,1, 1,1,1,1, 3,0, 0,0, 62,129,23485
D,AABBCCDDEE,8, 24.11.2011,10:45:11, 984,974,984,976, 980,755,467,728, 1,1,1,1, 0,1,0,0, 1,15, 0,0, 11,22,33
D,AABBCCDDEE,9, 24.11.2011,10:45:12, 975,980,974,982, 984,760,468,733, 1,1,1,1, 1,1,1,1, 2,0, 0,0, 62,129,23485
